Numero_Requerimento;Rito_Requerimento;Numero_Processo;Data_requerimento;Data_Registro;Data_Encerramento;Status_Requerimento;Valor_Mobiliario;Tipo_requerimento;Bookbuilding;CNPJ_Emissor;Nome_Emissor;CNPJ_Lider;Nome_Lider;Grupo_Coordenador;Tipo_Oferta;Emissao;Qtde_Total_Registrada;Valor_Total_Registrado;Oferta_inicial;Oferta_vasos_comunicantes;Publico_alvo;Reabertura_serie;Titulo_classificado_como_sustentavel;Titulo_padronizado;Destinacao_recursos;Data_deliberacao_aprovou_oferta;Mercado_negociacao;Tipo_lastro;Regime_fiduciario;Ativos_alvo;Descricao_garantias;Descricao_lastro;Identificacao_devedores_coobrigados;Possibilidade_revolvencia;FIDC_nao_padronizado;Titulo_incentivado;Regime_distribuicao;Tipo_societario;Administrador;Gestor;Agente_fiduciario;Escriturador;Custodiante;Avaliador_Risco;Processo_SEI;Endereco_emissor_rede_mundial_computadores;Num_Invest_Pessoa_Natural;Qtde_VM_Pessoa_Natural;Num_Invest_Clube_Investimento;Qtde_VM_Clube_Investimento;Num_Invest_Fundos_Investimento;Qtde_VM_Fundos_Investimento;Num_Invest_Entidade_Previdencia_Privada;Qtde_VM_Entidade_Previdencia_Privada;Num_Invest_Companhia_Seguradora;Qtde_VM_Companhia_Seguradora;Num_Invest_Investidor_Estrangeiro;Qtde_VM_Investidor_Estrangeiro;Num_Invest_Instit_Intermed_Partic_Consorcio_Distrib;Qtde_VM_Instit_Intermed_Partic_Consorcio_Distrib;Num_Invest_Instit_Financ_Emissora_Partic_Consorcio;Qtde_VM_Instit_Financ_Emissora_Partic_Consorcio;Num_Invest_Demais_Instit_Financ;Qtde_VM_Demais_Instit_Financ;Num_Invest_Demais_Pessoa_Juridica_Emissora_Partic_Consorcio;Qtde_VM_Demais_Pessoa_Juridica_Emissora_Partic_Consorcio;Num_Invest_Demais_Pessoa_Juridica;Qtde_VM_Demais_Pessoa_Juridica;Num_Invest_Soc_Adm_Emp_Prop_Demais_Pess_Jurid_Emiss_Partic_Consorcio;Qdte_VM_Soc_Adm_Emp_Prop_Demais_Pess_Jurid_Emiss_Partic_Consorcio
18113;Automático;SRE/3455/2024;2024-11-06;2024-11-14;2024-11-22;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding;S;48.127.008/0001-40;CONCESSIONARIA RODOVIAS DO SUL DE MINAS SPE S.A.;90.400.888/0001-42;BANCO SANTANDER (BRASIL) S.A.;COORDENADOR PLENO;PRIMARIA;2;500000;500000000.0;;;Profissional;N;N;N;Os recursos serão destinados para o pagamento futuro ou reembolso, de gastos, despesas e dívidas relacionadas ao Projeto, qual seja a quitação da 1ª (primeira) emissão de debêntures da Emissora,  assim como para o pagamento de taxas e despesas relacionadas à Emissão e à Oferta, desde que, no caso de reembolso de gastos e despesas, estes tenham sido incorridos em prazo igual ou inferior a 24 (vinte e quatro) meses contados da data de encerramento da Oferta.;01/11/2024;"CETIP21 - Títulos e Valores Mobiliários (""CETIP21""), administrado e operacionalizado pela B3 S.A. - Brasil, Bolsa, Balcão - Balcão B3";;;;;;;;;S;Misto;;;;OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;Oliveira Trust Distribuidora de Títulos e Valores Mobiliários S.A.;;Fitch & S&P;;https://eprsuldeminas.com.br/;0;0;0;0;175;437500;0;0;0;0;0;0;1;62500;0;0;0;0;0;0;0;0;0;0
18155;Automático;SRE/3484/2024;2024-11-08;2024-11-12;2024-11-18;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - Emissor Não Registrado;S;49.703.913/0001-63;Platão Capital S.A.;13.220.493/0001-17;BR PARTNERS BANCO DE INVESTIMENTO S.A.;COORDENADOR PLENO;PRIMARIA;3;150000;150000000.0;;;Profissional;;N;;"Recursos líquidos captados pela Emissora por meio das Debêntures, serão utilizados para pagamento de gastos futuros e/ou reembolso de gastos no âmbito do (i) do ""Termo de Securitização de Créditos Imobiliários dos Certificados de Recebíveis Imobiliários da 1ª Série da 86ª Emissão de Certificados de Recebíveis Imobiliários da True Securitizadora S.A. e do (ii) ""Instrumento Particular de Escritura da 1ª (Primeira) Emissão de Debêntures Simples, Não Conversíveis em Ações, em 3 (três) Séries, para Distribuição Pública, em Regime de Melhores Esforços de Colocação da Platão Capital S.A.";30/10/2024;B3 S.A. - Brasil, Bolsa, Balcão - Balcão B3 (CETIP 21);;;;;;;;;S;Melhores Esforços;SA capital fechado;;;Vórtx Distribuidora de Títulos e Valores Mobiliários Ltda.;Vórtx Distribuidora de Títulos e Valores Mobiliários Ltda.;;;;;0;0;0;0;13;150000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18252;Automático;SRE/3566/2024;2024-11-14;2024-11-27;2024-12-05;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - Emissor Não Registrado;S;27.241.084/0001-01;PORTOCEM GERAÇÃO DE ENERGIA S.A.;33.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES;COORDENADOR PLENO;PRIMARIA;1;4500000;4500000000.0;;;Profissional;;N;;Nos termos do artigo 2º, parágrafo 1º-A, da Lei 12.431 e do artigo 1º do Decreto 11.964 ou de normas posteriores que as alterem, substituam ou complementem, os Recursos Líquidos (conforme abaixo definido) captados pela Emissora por meio da Emissão das Debêntures serão utilizados exclusivamente para reembolso de gastos, despesas ou dívidas relacionados à implementação do Projeto, desde que realizados nos 24 (vinte e quatro) meses anteriores à data de encerramento da Oferta, e para realização de investimentos futuros relacionados à implementação do Projeto.;14/11/2024;CETIP21 - Títulos e Valores Mobiliários;;;;;;;;;S;Melhores Esforços;SA capital fechado;;;OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A., instituição financeira, com sede na Cidade do Rio de Janeiro, Estado do Rio de Janeiro, na Avenida das Américas, 3434, bloco 7, sala 201, inscrita no CNPJ sob o nº 36.113.876/0001 91, e identificados na respectiva página de assinaturas deste instrumento;Oliveira Trust DTVM S.A., instituição financeira com sede na Avenida das Américas, n.º 3434, Bloco 7, Sala 201, Barra da Tijuca, na cidade do Rio de Janeiro, Estado do Rio de Janeiro, CEP 22640-102, inscrita no CNPJ sob o nº 36.113.876/0001-91;;"Moody´s (""Agência de Classificação de Risco"")";;;0;0;0;0;173;700000;0;0;0;0;0;0;1;3800000;0;0;0;0;0;0;0;0;0;0
18262;Automático;SRE/3583/2024;2024-11-18;2024-12-24;2025-01-02;Oferta Encerrada;Debêntures;OPD Aut Público em Geral ou Qualificado - com bookbuilding;S;08.322.396/0001-03;CERRADINHO BIOENERGIA S.A.;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;COORDENADOR PLENO;PRIMARIA;8;600000;600000000.0;;;Qualificado;N;N;N;Nos termos do artigo 1°, parágrafo 1°, da Lei 12.431, do Decreto 11.964, a totalidade dos recursos captados pela Emissora por meio da colocação das Debêntures será destinada, pela Emissora, única e exclusivamente, para pagamento futuro, bem como reembolso de gastos, despesas ou dívidas, incorridos no período de 24 (vinte e quatro) meses que antecedem a data de encerramento da Oferta, relacionados aos projetos descritos na Escritura de Emissão.;18/11/2024;B3 S.A. - Brasil, Bolsa, Balcão - Balcão B3;;;;;;;;;S;Garantia Firme de Colocação;;;;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;;655;34577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;565417;3;6;0;0
18348;Automático;SRE/3637/2024;2024-11-22;2024-12-16;2024-12-17;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding;S;19.521.322/0001-04;CONCESSIONÁRIA ROTA DO OESTE S.A.;01.522.368/0001-82;BANCO BNP PARIBAS BRASIL S/A;COORDENADOR PLENO;PRIMARIA;2;4875000;4875000000.0;;;Profissional;N;N;S;A totalidade dos Recursos Líquidos captados por meio da Oferta será destinada, nos termos do artigo 2º, parágrafo 1º, da Lei 12.431, e do Decreto 11.964, (i) ao reembolso de despesas efetuadas a partir de 08 de maio de 2023 e (ii) a novos investimentos relacionados à exploração do Projeto, contemplando as obras de ampliação de capacidade e implantação de melhorias listadas na Escritura;18/11/2024;B3 S.A. - Brasil, Bolsa, Balcão;;;;;;;;;S;Garantia Firme de Colocação;;;;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;Moodys Local Br Agencia de Classificacao de Risco LTDA.;;novarotadooeste.com.br;0;0;0;0;0;0;0;0;0;0;0;0;2;4875000;0;0;0;0;0;0;0;0;0;0
18368;Automático;SRE/3677/2024;2024-11-26;2024-12-12;2024-12-16;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - Emissor Não Registrado;S;54.846.951/0001-05;FERRARI AGROINDÚSTRIA S.A.;04.845.753/0001-59;ITAU BBA ASSESSORIA FINANCEIRA S.A;COORDENADOR PLENO;PRIMARIA;5;100000;100000000.0;;;Profissional;;N;;O projeto prevê investimentos na melhoria, manutenção e renovação do parque industrial, mais especificamente na renovação e manutenção das máquinas e equipamentos industriais. Todos os investimentos se destinam às melhorias dos equipamentos industriais do Grupo destinada à produção de etanol ao longo das safras 2024/25, 2025/26, 2026/27, 2027/28 e 2028/29. O projeto visa manter ou aumentar a eficiência industrial para processamento de cana-de-açúcar nas próximas safras e manter o mix de 37% para a produção de etanol com o consequente aumento global de produção de biocombustíveis.;22/11/2024;B3 S.A. - Brasil, Bolsa, Balcão;;;;;;;;;S;Garantia Firme de Colocação;SA capital fechado;;;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;;0;0;0;0;19;60000;0;0;0;0;0;0;0;0;1;40000;0;0;0;0;0;0;0;0
18379;Automático;SRE/3664/2024;2024-11-25;2024-12-13;2024-12-18;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - Emissor Não Registrado;S;27.316.538/0001-66;VPORTS AUTORIDADE PORTUARIA S.A.;33.817.677/0001-76;ABC BRASIL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;COORDENADOR PLENO;PRIMARIA;1;400000;400000000.0;;;Profissional;;N;;A totalidade dos recursos líquidos captados pela Emissora será utilizada para (i) o desenvolvimento dos investimentos obrigatórios do Plano de Exploração Portuária (ii) pagamento de futuros investimentos, despesas e/ou dívidas a serem incorridas a partir da data de liquidação da Oferta relacionados ao Projeto (iii) pagamento e/ou reembolso de gastos, despesas e dívidas passíveis de reembolso, relacionados ao Projeto, observado que tais gastos, despesas ou dívida passíveis de reembolso tenham ocorrido em prazo igual ou inferior a 24 meses anteriores à data de encerramento da Oferta;25/11/2024;CETIP21;;;;;;;;;S;Garantia Firme de Colocação;SA capital fechado;;;OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;Fitch Ratings;;;43;13717;0;0;369;386283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18478;Automático;SRE/3775/2024;2024-12-02;2024-12-20;2025-01-03;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding;S;02.302.100/0001-06;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;04.845.753/0001-59;ITAU BBA ASSESSORIA FINANCEIRA S.A;COORDENADOR PLENO;PRIMARIA;18;800000;800000000.0;;;Profissional;N;N;N;"(i) expansão, renovação ou melhoria da infraestrutura de distribuição de energia elétrica no Estado de São Paulo (""Projeto"") (ii) pagamento futuro de gastos, despesas e/ou dívidas, a serem incorridas a partir da Data de Emissão, da Oferta e relacionados ao Projeto, nos termos da Lei 12.431 e do Decreto 11.964 e/ou (iii) pagamento e/ou reembolso de gastos, despesas ou dívidas passíveis de reembolso, relacionados ao Projeto, observado que tais gastos, despesas ou dívidas passíveis de reembolso tenham ocorrido em prazo igual ou inferior a 24 (vinte e quatro) meses do Anúncio de Encerramento.";28/11/2024;MDA (Primário) e CETIP21 (Secundário);;;;;;;;;S;Garantia Firme de Colocação;;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Banco Bradesco S.A.;;;;;0;0;0;0;90;606200;0;0;0;0;0;0;0;0;1;193800;0;0;0;0;0;0;0;0
18479;Automático;SRE/3776/2024;2024-12-02;2024-12-20;2025-01-03;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding;S;28.152.650/0001-71;EDP ESPIRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.;04.845.753/0001-59;ITAU BBA ASSESSORIA FINANCEIRA S.A;COORDENADOR PLENO;PRIMARIA;15;500000;500000000.0;;;Profissional;N;N;N;"(i) expansão, renovação ou melhoria da infraestrutura de distribuição de energia elétrica no Estado de São Paulo (""Projeto"") (ii) pagamento futuro de gastos, despesas e/ou dívidas, a serem incorridas a partir da Data de Emissão, da Oferta e relacionados ao Projeto, nos termos da Lei 12.431 e do Decreto 11.964 e/ou (iii) pagamento e/ou reembolso de gastos, despesas ou dívidas passíveis de reembolso, relacionados ao Projeto, observado que tais gastos, despesas ou dívidas passíveis de reembolso tenham ocorrido em prazo igual ou inferior a 24 (vinte e quatro) meses do Anúncio de Encerramento.";28/11/2024;MDA (Primário) e CETIP21 (Secundário);;;;;;;;;S;Garantia Firme de Colocação;;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Banco Bradesco S.A.;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;500000;0;0;0;0;0;0;0;0
18496;Automático;SRE/3790/2024;2024-12-03;2024-12-12;2024-12-17;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - Emissor Não Registrado;S;42.276.907/0001-28;VLI Multimodal S.A.;46.482.072/0001-13;BTG PACTUAL INVESTMENT BANKING LTDA.;COORDENADOR PLENO;PRIMARIA;6;1000000;1000000000.0;;;Profissional;;N;;"implementação e o desenvolvimento do projeto de investimento em infraestrutura da controlada da Emissora denominada Ferrovia Centro-Atlântica S.A., inscrita no CNPJ sob o nº 00.924.429/0001-75 (""FCA""), considerado prioritário, nos termos do artigo 2º da Lei 12.431, do Decreto 11.964 e da Portaria";29/11/2024;CETIP21;;;;;;;;;S;Garantia Firme de Colocação;SA capital fechado;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Banco Bradesco S.A.;;;;;11;2500;0;0;169;497500;0;0;0;0;0;0;1;500000;0;0;0;0;0;0;0;0;0;0
18546;Automático;SRE/3795/2024;2024-12-03;2024-12-17;2024-12-23;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding;S;15.139.629/0001-94;CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA;04.845.753/0001-59;ITAU BBA ASSESSORIA FINANCEIRA S.A;COORDENADOR PLENO;PRIMARIA;19;790000;790000000.0;;;Profissional;N;S;N;Pagamento Futuro relacionado aos investimentos no projeto 12.431 nos termos da Escritura de Emissão;26/11/2024;CETIP21 - Títulos e Valores Mobiliários (Cetip 21);;;;;;;;;S;Garantia Firme de Colocação;;;;Pentágono S.A. Distribuidora de Títulos e Valor Mobiliários;Banco Bradesco;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;790000;0;0;0;0;0;0;0;0
18604;Automático;SRE/3875/2024;2024-12-06;2024-12-19;2024-12-23;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding;S;04.895.728/0001-80;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;COORDENADOR PLENO;PRIMARIA;8;1475000;1475000000.0;;;Profissional;N;N;N;Nos termos do artigo 2°, parágrafo 1°, da Lei 12.431 e do Decreto 11.964, os Recursos Líquidos (conforme definido na Escritura de Emissão) captados pela Emissora por meio da integralização das Debêntures serão destinados ao custeio das despesas já incorridas e/ou a incorrer relativas ao Projeto, sendo certo que, no caso das despesas já incorridas, referidos recursos serão integralmente alocados no reembolso de despesas, dívidas ou gastos relacionados ao Projeto que ocorreram em prazo igual ou inferior a 24 (vinte e quatro) meses contados da data de encerramento da Oferta.;03/12/2024;B3 S.A. - Brasil, Bolsa, Balcão - Balcão B3;;;;;;;;;S;Garantia Firme de Colocação;;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Itaú Corretora de Valores S.A.;;;;;1;100;0;0;93;340000;0;0;0;0;0;0;1;378300;2;756000;0;0;0;0;0;0;0;0
18623;Automático;SRE/3876/2024;2024-12-06;2024-12-19;2024-12-23;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - Emissor Não Registrado;S;05.965.546/0001-09;COMPANHIA DE ELETRICIDADE DO AMAPA CEA;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;COORDENADOR PLENO;PRIMARIA;7;250000;250000000.0;;;Profissional;;N;;Nos termos do artigo 2°, parágrafo 1°, da Lei 12.431 e do Decreto 11.964, os Recursos Líquidos (conforme definido na Escritura de Emissão) captados pela Emissora por meio da integralização das Debêntures serão utilizados exclusivamente para reembolso de despesas, dívidas ou gastos relacionados ao Projeto que ocorreram em prazo igual ou inferior a 24 (vinte e quatro) meses contados da data de encerramento da Oferta, conforme detalhado na tabela prevista na Escritura de Emissão.;03/12/2024;B3 S.A. - Brasil, Bolsa, Balcão - Balcão B3;;;;;;;;;S;Garantia Firme de Colocação;SA capital fechado;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Itaú Corretora de Valores S.A.;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;83333;2;166667;0;0
18637;Automático;SRE/3885/2024;2024-12-09;2025-02-28;2025-03-07;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding;S;14.292.540/0001-09;BRAZIL TOWER, CESSAO DE INFRA-ESTRUTURAS S.A;04.845.753/0001-59;ITAU BBA ASSESSORIA FINANCEIRA S.A;COORDENADOR PLENO;PRIMARIA;2;625000;625000000.0;;;Profissional;N;N;N;A totalidade dos Recursos Líquidos captados pela Emissora por meio da Emissão das Debêntures será destinada, nos termos do artigo 2º, parágrafo 1º, da Lei12.431, do Decreto 11.964, do artigo 2º, parágrafo 1º-B da Lei 9.514 de 20 de novembro de 1997, e do Protocolo de Enquadramento MCOM, exclusivamente: (i) para o reembolso de gastos, despesas ou dívidas relacionados à implantação (ou ampliação, manutenção, recuperação, adequação ou modernização) de rede de acesso, rede de transporte e/ou infraestrutura para rede de telecomunicações.;06/12/2024;B3 S.A. - Brasil, Bolsa, Balcão;;;;;;;;;S;Misto;;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Itaú Corretora de Valores S.A.;;;;https://braziltowercompany.com.br/;70;583;0;0;316;564404;0;0;0;0;0;0;0;0;1;60000;0;0;0;0;1;13;0;0
18661;Automático;SRE/3909/2024;2024-12-09;2024-12-17;2024-12-27;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding;S;03.467.321/0001-99;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;06.271.464/0001-19;BANCO BRADESCO BBI S.A.;COORDENADOR PLENO;PRIMARIA;22;1180000;1180000000.0;;S;Profissional;N;N;N;A totalidade dos recursos captados pela Emissora por meio da emissão das Debêntures da Primeira Série e das Debêntures da Segunda Série será destinada para a gestão ordinária dos negócios da Emissora. A totalidade dos recursos captados pela Emissora por meio da emissão das Debêntures da Terceira Série será destinada para o financiamento futuro ou reembolso do projeto de investimento em infraestrutura de distribuição de energia elétrica, de titularidade da Emissora.;06/12/2024;CETIP21 - Títulos e Valores Mobiliários;;;;;;;;;S;Misto;;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;ITAÚ CORRETORA DE VALORES S.A.;;Fitch Ratings Brasil Ltda.;;;0;0;0;0;281;1060604;0;0;4;2338;0;0;0;0;1;117058;0;0;0;0;0;0;0;0
18701;Automático;SRE/3951/2024;2024-12-11;2024-12-26;2025-01-07;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - Emissor Não Registrado;S;60.855.574/0001-73;Açucareira Quatá S.A.;04.845.753/0001-59;ITAU BBA ASSESSORIA FINANCEIRA S.A;COORDENADOR PLENO;PRIMARIA;6;500000;500000000.0;;;Profissional;;N;;projeto enquadrado no art. 2º sob a Lei 12.431;10/12/2024;B3 S.A. - Brasil, Bolsa, Balcão;;;;;;;;;S;Garantia Firme de Colocação;SA capital fechado;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Itaú Corretora de Valores S.A.;;;;;0;0;0;0;161;126000;0;0;0;0;0;0;0;0;0;0;0;0;1;374000;0;0;0;0
18766;Automático;SRE/4011/2024;2024-12-13;2024-12-20;2024-12-24;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding;S;61.856.571/0001-17;COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS;46.482.072/0001-13;BTG PACTUAL INVESTMENT BANKING LTDA.;COORDENADOR PLENO;PRIMARIA;12;600000;600000000.0;;S;Profissional;N;N;N;Os recursos líquidos captados pela Emissora por meio da integralização das Debêntures serão destinados, nos termos do artigo 2º, parágrafo 1º, da Lei 12.431, do inciso I do artigo 2º do  Decreto 11.964 e da Resolução CMN 5.034, ao custeio das despesas já incorridas e/ou a  incorrer relativas ao Projeto;13/12/2024;b3;;;;;;;;;S;Garantia Firme de Colocação;;;;PENTÁGONO S.A DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Itaú Corretora de Valores S.A.,;;;;;752;45839;0;0;134;514092;0;0;0;0;0;0;1;40000;0;0;0;0;0;0;2;69;0;0
18769;Automático;SRE/4009/2024;2024-12-13;2024-12-18;2025-03-31;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding;S;10.835.932/0001-08;CIA ENERGÉTICA DE PERNAMBUCO - CELPE;01.522.368/0001-82;BANCO BNP PARIBAS BRASIL S/A;COORDENADOR PLENO;PRIMARIA;15;700000;700000000.0;;;Profissional;N;S;N;"Nos termos do artigo 2º, parágrafo 1º, da Lei 12.431 e do Decreto 11.964, e da Resolução do Conselho Monetário Nacional (""CMN"") n° 5.034, de 21 de julho de 2022 (""Resolução CMN 5.034""), a totalidade dos recursos líquidos captados pela Emissora por meio das Debêntures será destinada exclusivamente para pagamento futuro e reembolso relacionado aos investimentos no projeto, conforme a ser detalhado na Escritura de Emissão";26/11/2024;B3;;;;;;;;;S;Garantia Firme de Colocação;;;;PENTAGONO S.A. DISTRIBUIDORA DE TITULOS DE VALORES MOBILIARIOS;BANCO BRADESCO S.A.;;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;670000;0;0;1;30000;0;0;0;0;0;0
18810;Automático;SRE/4046/2024;2024-12-16;2025-01-07;2025-01-10;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - Emissor Não Registrado;S;04.052.108/0001-89;AMERICAN TOWER DO BRASIL - CESSAO DE INFRAESTRUTURAS S.A.;33.479.023/0001-80;BANCO CITIBANK SA;COORDENADOR PLENO;PRIMARIA;2;1400000;1400000000.0;;;Profissional;;N;;OS recursos líquidos obtidos pela Emissora por meio da Emissão serão utilizados exclusivamente para o pagamento futuro ou o reembolso de gastos, despesas ou dívidas que ocorreram em prazo igual ou inferior a 24 meses contados da data da comunicação de encerramento da Oferta e sejam relacionados ao desenvolvimento e a implementação do projeto de investimento descrito no Anexo I da Escritura de Emissão.;12/12/2024;CETIP21 - Títulos e Valores Mobiliários;;;;;;;;;S;Melhores Esforços;SA capital fechado;;;Pentágono S.A. Distribuidora de Títulos e Valores Mobiliários;Banco Citibank S.A.;;Não haverá;;;0;0;0;0;0;0;0;0;0;0;1;1400000;0;0;0;0;0;0;0;0;0;0;0;0
18847;Automático;SRE/4090/2024;2024-12-18;2024-12-23;2025-01-02;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - Emissor Não Registrado;S;31.254.315/0001-99;EST ENERGIA S.A.;90.400.888/0001-42;BANCO SANTANDER (BRASIL) S.A.;COORDENADOR PLENO;PRIMARIA;1;500000;500000000.0;;;Profissional;;N;;"A totalidade dos recursos captados pela Emissora por meio da Emissão será utilizada para o pagamento futuro ou reembolso, conforme aplicável, de gastos, despesas e dívidas relacionados ao financiamento da implementação da usina hidrelétrica de energia (""UHE"") Estrela, de titularidade da Emissora, e da pequena central hidrelétrica (""PCH"") Taboca, de titularidade da SPE Taboca, ambas localizadas no município de Rio Verde, estado de Goiás (individualmente ou em conjunto ""Projeto""), considerados como projeto prioritário.";13/12/2024;B3 S.A. - Brasil, Bolsa, Balcão - Balcão B3;;;;;;;;;S;Garantia Firme de Colocação;SA capital fechado;;;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;250000;1;250000;0;0;0;0;0;0;0;0
